SubjectID,Image Shown,User Selection,Time Taken,Edit Direction,Edit Factor,Computed LPIPS,Computed L2,Computed MSSSIM
0571,e52e5ade-a88f-4653-a657-d48b6f0daa2c.png,Altered,1918 ms,bags_under_eyes,0.14200622536316043,0.15958012640476227,0.24465477466583252,0.45630142092704773
0571,aa50e944-1229-4282-969c-e4c94275a5c5.png,Altered,1459 ms,pointy_nose,-0.25472256527009374,0.159654438495636,0.24870359897613525,0.45618054270744324
0571,4aa71869-f086-44f1-9a1c-bb422f067957.png,Altered,2383 ms,bags_under_eyes,-0.3206329369864014,0.15999476611614227,0.24378514289855957,0.45603540539741516
0571,5f28bf98-f808-4e11-a15d-6f98628a3381.png,Original,2544 ms,Original,0,0,0,0
0571,ff40575b-4c3e-4fd8-aeef-77805dd9b490.png,Altered,821 ms,narrow_eyes,0.33467045023286346,0.159637913107872,0.24692384898662567,0.4558928310871124
0571,ef68ae2c-db2e-49b5-a30f-f6153d1b2037.png,Altered,518 ms,pointy_nose,0.702758490867303,0.15991298854351044,0.23301063477993011,0.4561012089252472
0571,8d43cd33-1732-490e-a599-af29765fc902.png,Altered,540 ms,age,-0.5576172249905211,0.15972334146499634,0.24592408537864685,0.4571598470211029
0571,2e8f23c8-88fe-4b3f-bb18-353361fc9488.png,Original,4004 ms,Original,0,0,0,0
0571,1eb4c4ef-cdb5-4f9d-bf3b-5055b09a6670.png,Altered,1083 ms,age,0.3676270689177277,0.16019895672798157,0.24321511387825012,0.45557525753974915
0571,ebbb6a6a-605b-4f09-b581-5dc6779d55af.png,Altered,659 ms,narrow_eyes,0.06236984813647117,0.15959791839122772,0.24472570419311523,0.4561702609062195
0571,0df59208-48e9-4947-85f8-c501c7700faa.png,Altered,578 ms,chubby,-0.5103744231333651,0.15964874625205994,0.2418866604566574,0.45611098408699036
0571,7a2f76fd-76e2-48bd-b1a2-4203b1ac3ce2.png,Altered,564 ms,narrow_eyes,-0.7636340352515412,0.1597711145877838,0.23859111964702606,0.4566477835178375
0571,4aac211d-5207-41a5-80fc-fb62a31e0139.png,Altered,539 ms,smiling,0.4288326715106485,0.15994024276733398,0.2446022480726242,0.4558520019054413
